fact_id,status,theme,theme_group,sub_theme,raw_text,astrological_trigger_json,interpretation_text,interpretation_summary_ai,confidence_score,source_name,source_reference,last_updated,notes
4c0f87ec937c62b7_fact_10,Passed,career_public_life,Prominence & Governance,"authority_leadership,military_defense_security","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.","{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""military_defense_security""], ""state"": ""strength"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}",Interpretation at Source: Mars's strength is needed for military roles,"Mars's strength is needed for military roles. (Additional Context: This suggests Mars's energy is vital for success in military or leadership positions. A strong Mars might indicate ambition, courage, and effectiveness in competitive fields",0.95,Gemini,Page 1,2025-09-22T00:26:33.135732,
4c0f87ec937c62b7_fact_9,Passed,"core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health","confidence_charisma,vitality_energy_levels","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.","{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strength"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}",Interpretation at Source: Mars's strength provides courage,"Mars's strength provides courage. (Additional Context: This suggests a strong sense of self and assertive action in matters ruled by the house Mars occupies. Mars's inherent energy is amplified, potentially leading to bold decisions and increased drive",0.95,Gemini,Page 1,2025-09-22T00:26:33.135732,
4c0f87ec937c62b7_fact_8,Passed,"career_public_life,core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health,Profession & Field,Prominence & Governance","authority_leadership,confidence_charisma,military_defense_security,other_profession_type,vitality_energy_levels","The strength of Mars provides the executive ability and courage needed for military,defense,especially when influencing the 3rd (courage) or 10th house.,or management roles","{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A strong Mars bestows significant executive ability, empowering individuals with the drive and assertiveness needed for leadership and management roles. This strength is equally crucial for defensive capabilities, providing the necessary energy and resolve to protect oneself and one's interests. This potent Martian energy translates into a capacity for decisive action and effective management in various life areas, depending on its placement and aspects within the birth chart","A strong Mars indicates leadership potential, executive ability, and assertive action in defense and management roles",0.95,Gemini,Page 1,2025-09-22T00:26:33.135732,
664e4e05b239e860_fact_8,Passed,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","Key Planets (Grahas): The Sun (Surya - natural significator of authority), Mars (Mangala - command), Saturn (Shani - influence over the masses), and the Moon (Chandra - public perception).","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""public perception""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Foundation Points, the Moon (Chandra) is a key planet signifying public perception","For Foundation Points, the Moon signifies public perception. (Additional Context: The Moon's role in shaping public perception suggests the house's affairs are significantly influenced by public opinion and the Moon's nature reflects a strong connection to the collective consciousness",0.95,Gemini,Page 1,2025-09-22T00:26:33.135588,
228937c6baabe802_fact_3,Passed,"career_public_life,core_self_vitality,relationships","Identity & Personality,Prominence & Governance,Public Interaction","confidence_charisma,public_image_reputation,social_influence_presence","A bright and well-placed Moon is crucial for a positive public image,ensuring popularity and favor from the public.","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""bright and well-placed"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A bright and well-placed Moon signifies widespread popularity and favor from the public. This beneficial lunar placement fosters positive social standing and enhances one's charisma, contributing to a strong public image and potentially influencing success in areas requiring public appeal and support","A bright, well-placed Moon bestows popularity, public favor, and positive social standing, enhancing charisma and influence",0.95,Gemini,Page 1,2025-09-22T00:26:33.135761,
228937c6baabe802_fact_1,Passed,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""bright"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Interpretation at Source, a bright Moon contributes to a positive public image","A bright Moon creates a positive public image. (Additional Context: This suggests the native enjoys popularity and a favorable public perception, possibly due to their charm or social skills. The Moon's brightness amplifies this effect",0.95,Gemini,Page 1,2025-09-22T00:26:33.135761,
228937c6baabe802_fact_2,Passed,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""well-placed"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Interpretation at Source, a well-placed Moon contributes to a positive public image","A well-placed Moon enhances a positive public image. (Additional Context: This suggests the native enjoys popularity and a favorable public perception, possibly due to their charm or social skills. The Moon's placement might also indicate the areas of life where this positive image is most prominent",0.95,Gemini,Page 1,2025-09-22T00:26:33.135761,
06b0bfb13db3cee8_fact_6,Passed,"career_public_life,doshas,relationships","Malefic Influences,Prominence & Governance,Public Interaction","other_malefic_influences,public_image_reputation,social_influence_presence","Malefic influences on the 10th house or the Moon can create a controversial or hard-won reputation.,Your public image and ability to influence others are further shaped by the condition of the Moon and your 11th house,which governs your professional network.","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The Moon significantly influences public perception and the ability to influence others. When afflicted by malefic influences, the Moon can create reputational challenges, leading to a public image that is either controversial, marked by conflict and misunderstanding, or hard-won, achieved only through significant struggle and obstacles. This suggests that the native's emotional nature and how they are perceived by others are negatively impacted, making it difficult to manage their reputation or effectively sway public opinion","A malefic Moon impacts public image and influence, creating a reputation that is either controversial or hard-won due to emotional challenges",0.95,Gemini,Page 1,2025-09-22T00:26:33.135775,
664e4e05b239e860_fact_7,Passed,"career_public_life,relationships","Prominence & Governance,Public Interaction","authority_leadership,social_influence_presence","Key Planets (Grahas): The Sun (Surya - natural significator of authority), Mars (Mangala - command), Saturn (Shani - influence over the masses), and the Moon (Chandra - public perception).","{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""masses""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Foundation Points, Saturn (Shani) is a key planet signifying influence over the masses",Saturn significantly influences the masses in Foundation Points. (Additional Context: Saturn's influence over the masses suggests a strong karmic connection to societal structures and responsibilities. Its placement in a chart might indicate a powerful role in public life or a heavy burden of societal expectations,0.95,Gemini,Page 1,2025-09-22T00:26:33.135588,
27d6cd65132072aa_fact_1,Passed,"career_public_life,doshas,relationships,yogas","Malefic Influences,Prominence & Governance,Public Interaction,Strength & Success Yogas","authority_leadership,other_strength_success_yogas,politics_public_service,saturn_affliction,social_influence_presence","Saturn,can bestow immense influence over the masses and success in democratic politics.,when strong","{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A strong Saturn indicates a powerful influence over large groups of people, granting the native the potential for significant societal impact. This strength often translates to success in democratic politics, suggesting an aptitude for leadership roles and public service. This influence may manifest as authority, responsibility, and a disciplined approach to governance, potentially carrying the weight of karmic duties or societal restrictions","Strong Saturn signifies influence over the masses and success in democratic politics, suggesting authority, responsibility, and potential karmic influence",0.95,Gemini,Page 1,2025-09-22T00:26:33.135747,
664e4e05b239e860_fact_5,Passed,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","authority_leadership,definition,general_principle","Key Planets (Grahas): The Sun (Surya - natural significator of authority), Mars (Mangala - command), Saturn (Shani - influence over the masses), and the Moon (Chandra - public perception).","{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""authority""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Foundation Points, the Sun (Surya) is a key planet and the natural significator of authority",The Sun is a key planet for Foundation Points and signifies authority. (Additional Context: The Sun's role as a significator of authority in Foundation Points suggests a strong emphasis on leadership and self-expression in the individual's foundational life areas. Its placement and aspects will significantly impact the individual's ability to assert themselves and take charge,0.95,Gemini,Page 1,2025-09-22T00:26:33.135588,
b9ab365b1985c92b_fact_6,Passed,career_public_life,Prominence & Governance,public_image_reputation,"Your potential to achieve prominence, authority, and a respected public reputation is determined by the combined strength of your Ascendant, your 10th house, and key planets like the Sun.","{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""public_image_reputation""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}",The Summary: Your potential for a respected public reputation is determined by key planets like the Sun,"Public reputation depends on key planets like the Sun. (Additional Context: The Sun's placement and aspects significantly impact one's public image and standing. A strong Sun suggests potential for recognition and respect, while a weak Sun might indicate challenges in achieving public acclaim",0.95,Gemini,Page 1,2025-09-22T00:26:33.135835,
3c336377ecdb25a2_fact_1,Passed,career_public_life,Prominence & Governance,authority_leadership,The Sun acts as the universal indicator of leadership.,"{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","In the interpretation at source, the Sun indicates leadership",The Sun signifies leadership in the source interpretation. (Additional Context: This suggests the native may exhibit strong leadership qualities and a dominant personality. The house placement of the Sun will further clarify the area of life where this leadership manifests,0.95,Gemini,Page 1,2025-09-22T00:26:33.135702,
06b0bfb13db3cee8_fact_5,Passed,"career_public_life,doshas","Malefic Influences,Prominence & Governance","other_malefic_influences,public_image_reputation",Malefic influences on the 10th house or the Moon can create a controversial or hard-won reputation.,"{""type"": ""planet_profile"", ""planet_name"": null, ""house"": 10, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""malefic"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A malefic influence in the 10th house suggests that reputation and public standing will be a significant area of focus, often requiring considerable effort and potentially involving controversy. This could manifest as a hard-won reputation earned through perseverance and overcoming obstacles, or a reputation marred by controversy and negative perceptions, demanding careful management of public image and professional life. The specific nature of the malefic influence will determine the precise challenges and outcomes","Malefic 10th house influences indicate a challenging path to reputation, potentially involving hard work, controversy, and careful image management",0.95,Gemini,Page 1,2025-09-22T00:26:33.135775,
b9ab365b1985c92b_fact_5,Passed,career_public_life,Prominence & Governance,authority_leadership,"Your potential to achieve prominence, authority, and a respected public reputation is determined by the combined strength of your Ascendant, your 10th house, and key planets like the Sun.","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": 10, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}",The Summary: Your potential for authority is determined by your 10th house,"10th house determines potential for authority. (Additional Context: A strong 10th house suggests a powerful career and public image, while a weak one may indicate challenges in achieving professional recognition and authority",0.95,Gemini,Page 1,2025-09-22T00:26:33.135835,
70ebc35920bed9d1_fact_8,Staged,"career_public_life,relationships","Prominence & Governance,Public Interaction,Social & Family Relations","friendships_social_circle,networking_influence,partnerships_collaborations","Your public image and ability to influence others are further shaped by the condition of the Moon and your 11th house, which governs your professional network.","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": 11, ""aspects_house"": null, ""karaka_for"": [""friendships_social_circle"", ""partnerships_collaborations"", ""networking_influence""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": []}",The summary states that the 11th house governs one's professional network.,"The 11th house governs one's professional network. (Additional Context: The 11th house's association with professional networks suggests its condition significantly impacts career success, collaborations, and social standing.)",0.95,Gemini,Page 1,2025-09-22T00:26:33.135863,"SCHEMA_ERROR (AI_FIX_FAILED): {'type': 'planet_profile', 'planet_name': None, 'house': 11, 'aspects_house': None, 'karaka_for': ['friendships_social_circle', 'partnerships_collaborations', 'networking_influence'], 'state': '', 'sign': None, 'friends': [], 'enemies': []} is not valid under any of the given schemas (path: [])"
70ebc35920bed9d1_fact_9,Passed,"career_public_life,relationships","Prominence & Governance,Public Interaction","partnerships_collaborations,public_image_reputation,social_influence_presence","Your public image and ability to influence others are further shaped by the condition of the Moon and your 11th house,which governs your professional network.","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": 11, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The 11th house plays a significant role in shaping an individual's public image and their capacity to influence others. Its condition reflects how one is perceived by the wider community and their ability to effectively network, persuade, and achieve goals through collaboration and social connections","The 11th house governs public image, social influence, networking abilities, and the success of partnerships",0.95,Gemini,Page 1,2025-09-22T00:26:33.135863,
08103fe3a40511cc_fact_2,Passed,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance,Purpose & Direction","authority_leadership,life_path_purpose,self_identity_character","The Atmakaraka (AK): The planet at the highest degree, signifying the soul's desire for authority or recognition.","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [""authority""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Foundation Points, the Atmakaraka signifies the soul's desire for authority","The Atmakaraka reflects the soul's desire for authority in Foundation Points. (Additional Context: This suggests a strong drive for power and control in the native's life, potentially influencing their career and relationships. The specific house placement of the Atmakaraka would further clarify the area of life where this desire manifests",0.95,Gemini,Page 1,2025-09-22T00:26:33.135634,
08103fe3a40511cc_fact_3,Passed,core_self_vitality,"Identity & Personality,Purpose & Direction","life_path_purpose,self_identity_character,spiritual_self_alignment","The Atmakaraka (AK): The planet at the highest degree, signifying the soul's desire for authority or recognition.","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [""soul's desire""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","For Foundation Points, the Atmakaraka signifies the soul's desire for recognition",The Atmakaraka reflects the soul's desire for recognition in Foundation Points. (Additional Context: This suggests a strong need for external validation and a potential focus on achieving recognition in areas signified by the house placement of the Atmakaraka,0.95,Gemini,Page 1,2025-09-22T00:26:33.135634,
08103fe3a40511cc_fact_1,Passed,"Foundational Concepts,career_public_life,core_self_vitality","Astrological Principles,Identity & Personality,Prominence & Governance","authority_leadership,definition,general_principle,public_image_reputation,self_identity_character","The Atmakaraka (AK): The planet at the highest degree,Your potential to achieve prominence,and a respected public reputation is determined by the combined strength of your Ascendant,and key planets like the Sun.,authority,signifying the soul's desire for authority or recognition.,your 10th house","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The Atmakaraka (AK), identified as the planet positioned at the highest degree within the Foundation Points, holds significant sway over an individual's core identity and life purpose. While the Atmakaraka reveals the soul's primary drive, it's important to note that the Ascendant, or rising sign, determines one's potential for prominence and outward presentation to the world, influencing their perceived success and leadership qualities","The Atmakaraka, the highest degree planet in Foundation Points, defines life purpose, while the Ascendant determines potential for prominence",0.95,Gemini,Page 1,2025-09-22T00:26:33.135634,
4f90fd4f38d72c1f_fact_3,Passed,career_public_life,Prominence & Governance,"authority_leadership,public_image_reputation","This area assesses the potential to achieve authority, influence, a strong public reputation, and leadership roles.","{""type"": ""unstructured"", ""text"": ""1. Prominence & Governance assesses the potential to achieve a strong public reputation.""}",1. Prominence & Governance assesses the potential to achieve a strong public reputation,"Prominence & Governance assesses potential for strong public reputation. (Additional Context: This suggests the house's affairs and the planet involved will significantly impact public perception and leadership capabilities. A strong placement might indicate success in public life, while a weak placement could hinder reputation and authority",0.95,Gemini,Page 1,2025-09-22T00:26:33.135498,
4f90fd4f38d72c1f_fact_1,Passed,career_public_life,Prominence & Governance,authority_leadership,"This area assesses the potential to achieve authority, influence, a strong public reputation, and leadership roles.","{""type"": ""unstructured"", ""text"": ""1. Prominence & Governance assesses the potential to achieve authority.""}",1. Prominence & Governance assesses the potential to achieve authority,Prominence & Governance assesses potential for achieving authority. (Additional Context: This suggests a strong focus on leadership roles and public image in the relevant house or area of life signified by the planet's placement,0.95,Gemini,Page 1,2025-09-22T00:26:33.135498,
4f90fd4f38d72c1f_fact_2,Passed,career_public_life,Prominence & Governance,"authority_leadership,networking_influence,public_image_reputation","This area assesses the potential to achieve authority, influence, a strong public reputation, and leadership roles.","{""type"": ""unstructured"", ""text"": ""1. Prominence & Governance assesses the potential to achieve influence.""}",1. Prominence & Governance assesses the potential to achieve influence,Prominence & Governance assesses potential for influence. (Additional Context: This suggests the house's affairs related to prominence and public image will be significantly impacted by the individual's ability to exert influence and build networks. The planet's nature will likely be connected to leadership qualities and public standing,0.95,Gemini,Page 1,2025-09-22T00:26:33.135498,
4f90fd4f38d72c1f_fact_4,Passed,career_public_life,Prominence & Governance,"authority_leadership,politics_public_service","This area assesses the potential to achieve authority, influence, a strong public reputation, and leadership roles.","{""type"": ""unstructured"", ""text"": ""1. Prominence & Governance assesses the potential to achieve leadership roles.""}",1. Prominence & Governance assesses the potential to achieve leadership roles,"Prominence & Governance assesses leadership potential. (Additional Context: This suggests a strong potential for success in leadership roles and public life, depending on other chart factors. The house placement of this assessment will indicate the area of life where this leadership will manifest",0.95,Gemini,Page 1,2025-09-22T00:26:33.135498,
ee79aa2f3edf1253_fact_1,Passed,career_public_life,Prominence & Governance,"authority_leadership,networking_influence,politics_public_service,public_image_reputation",It is the measure of one's rise in the public sphere.,"{""type"": ""unstructured"", ""text"": ""1. Prominence & Governance is a measure of one's rise in the public sphere.""}",1. Prominence & Governance is a measure of one's rise in the public sphere,"Prominence & Governance measures public sphere rise. (Additional Context: This suggests a strong focus on career and public image. Planets associated with the 10th house (career) and 11th house (gains, public) will be significant in determining the level of prominence achieved",0.95,Gemini,Page 1,2025-09-22T00:26:33.135548,
5a7ca6119d5bada3_fact_2,Passed,career_public_life,Prominence & Governance,"authority_leadership,other_prominence_governance,public_image_reputation",The potential for prominence is not a single factor but a confluence.,"{""type"": ""unstructured"", ""text"": ""Interpretation at source indicates that the potential for prominence is a confluence of factors.""}",Interpretation at source indicates that the potential for prominence is a confluence of factors,"Prominence potential stems from multiple contributing factors. (Additional Context: This suggests a strong potential for achieving recognition and influence in public life, possibly through a combination of skills and opportunities",0.95,Gemini,Page 1,2025-09-22T00:26:33.135653,
5a7ca6119d5bada3_fact_1,Passed,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","general_principle,other_prominence_governance",The potential for prominence is not a single factor but a confluence.,"{""type"": ""unstructured"", ""text"": ""Interpretation at source indicates that the potential for prominence is not a single factor.""}",Interpretation at source indicates that the potential for prominence is not a single factor,"Prominence potential isn't solely determined by a single factor. (Additional Context: This suggests a complex interplay of astrological factors contributes to achieving prominence, rather than a single decisive element. The house of career and planets associated with ambition and public image should be carefully analyzed for a complete picture",0.95,Gemini,Page 1,2025-09-22T00:26:33.135653,
a7666316e27aa3f9_fact_1,Passed,"career_public_life,yogas","Prominence & Governance,Strength & Success Yogas","authority_leadership,raja_yogas",Powerful planetary combinations known as 'Raja Yogas' are the most significant indicators of a rise to leadership.,"{""type"": ""unstructured"", ""text"": ""Raja Yogas are significant indicators for a rise to leadership.""}",Powerful planetary combinations known as Raja Yogas are significant indicators for a rise to leadership in the summary,"Raja Yogas strongly indicate a rise to leadership. (Additional Context: The presence of Raja Yogas suggests a strong potential for achieving positions of power and influence, potentially indicating a successful and impactful career trajectory",0.95,Gemini,Page 1,2025-09-22T00:26:33.135849,
2df88c1ad926fe37_fact_1,Passed,"Foundational Concepts,career_public_life,relationships,yogas","Astrological Principles,Prominence & Governance,Public Interaction,Strength & Success Yogas","authority_leadership,general_principle,networking_influence,raja_yogas,social_influence_presence","The presence of one or more strong Raja Yogas elevates the chart from ordinary to extraordinary,promising positions of significant power and influence.","{""type"": ""varga"", ""varga"": null, ""varga_name"": null, ""domain"": [], ""planet_name"": null, ""sign"": null}","The presence of strong Raja Yogas significantly elevates a birth chart, signifying substantial potential for power and influence. These powerful planetary combinations promise a life trajectory marked by success, prosperity, and the ability to exert considerable impact on one's surroundings. While the specific manifestations of this influence depend on other factors within the chart, the overall indication is one of enhanced life quality and the potential for leadership or public prominence","Strong Raja Yogas indicate significant potential for success, power, influence, and a positive life trajectory, often in leadership roles",0.95,Gemini,Page 1,2025-09-22T00:26:33.135807,
1ceb166479d0c9f2_fact_3,Passed,"career_public_life,yogas","Prominence & Governance,Strength & Success Yogas","authority_leadership,gajakesari_yoga,other_strength_success_yogas,public_image_reputation","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","{""type"": ""yoga"", ""name"": ""gajakesari yoga"", ""components"": [""fame""]}","For Foundation Points, Gajakesari Yoga is a combination for fame","Gajakesari Yoga in Foundation Points is a combination for fame. (Additional Context: This suggests a strong potential for public recognition and leadership roles, possibly indicating success and influence in the areas governed by the house where this yoga is formed",0.95,Gemini,Page 1,2025-09-22T00:26:33.135620,
1ceb166479d0c9f2_fact_2,Passed,"Foundational Concepts,yogas","Astrological Principles,Strength & Success Yogas","general_principle,other_strength_success_yogas,pancha_mahapurusha_yogas","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","{""type"": ""yoga"", ""name"": ""yoga"", ""components"": [""pancha_mahapurusha_yogas""]}","For Foundation Points, Pancha Mahapurusha Yogas are combinations for greatness",Pancha Mahapurusha Yogas are combinations indicating greatness in Foundation Points. (Additional Context: The presence of Pancha Mahapurusha Yogas suggests significant potential for success and achievement in areas related to the Foundation Points of the chart. This could indicate a strong foundation for life's endeavors and a predisposition towards greatness,0.95,Gemini,Page 1,2025-09-22T00:26:33.135620,
1ceb166479d0c9f2_fact_1,Passed,yogas,Strength & Success Yogas,raja_yogas,"Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","{""type"": ""yoga"", ""name"": ""yoga"", ""components"": [""raja_yogas""]}","For Foundation Points, Raja Yogas are combinations for power",Raja Yogas are power combinations for Foundation Points. (Additional Context: This suggests strong potential for power and success in areas signified by the Foundation Points. The nature of this power depends on the specific planets and houses involved in the Raja Yoga,0.95,Gemini,Page 1,2025-09-22T00:26:33.135620,
