fact_id,raw_text,source_page,source_name,last_updated,schema_type,topic,theme,theme_group,sub_theme,astrological_trigger_json,ai_summary
1cbc0652a9d7d15d9a313d7df07aba75a25d4d6515ebbda1f8395bee4b521865,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization,
obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992675,sign_trait,,doshas,Malefic Influences,"other_malefic_influences,saturn_affliction","{""type"": ""sign_trait"", ""sign"": ""Aries"", ""element"": ""fire"", ""planet_name"": ""Saturn"", ""house"": null, ""modality"": ""cardinal"", ""ruler"": ""Mars""}","Saturn, when debilitated in Aries, creates frustration, disorganization, obstacles, and struggles due to misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in the fiery sign of Aries, ruled by Mars, suggests a conflict between Saturn's disciplined, structured nature and Aries' impulsive, action-oriented energy. This could manifest as difficulty in balancing long-term planning with immediate action, leading to the challenges described.)"
bb9169962e4e0cc874619c0a4ac4a377cb490ba638055c796199344b82c10418,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization,
obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992679,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": ""Saturn"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": ""malefic"", ""source_sign"": ""Aries"", ""target_sign"": null, ""strength"": ""debilitated""}","Saturn, debilitated in Aries, creates frustration, disorganization, obstacles, and struggles due to misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in Aries weakens its ability to structure and organize, leading to dispersed energy and difficulty achieving goals.  The aspect's influence can manifest as delays, setbacks, and feelings of inadequacy in the areas of life represented by the aspected houses.  Remedies may include strengthening Saturn through practices like discipline, hard work, and acceptance of responsibility.)"
3f4cd2a402b2c24553b103f442124cefef913b72205717d2489fc733405a68cd,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization,
obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992682,house_profile,,doshas,Malefic Influences,saturn_affliction,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Saturn"", ""state"": ""Debilitated"", ""classifications"": [""aspect""], ""karakas"": [], ""significations"": [""frustration"", ""disorganization"", ""obstacles"", ""struggles"", ""misapplied effort""]}","Saturn, when debilitated in Aries, casts an aspect that brings about frustration, disorganization, obstacles, and struggles stemming from misdirected efforts in the houses it influences. (Additional Context: Saturn's debilitation in the fiery sign of Aries, ruled by Mars, amplifies its restrictive and challenging nature. This placement can lead to delays, setbacks, and feelings of inadequacy in the areas affected by its aspect.  The aspect's impact can manifest as difficulties in initiating projects, a lack of focus, and a tendency to overwork without achieving desired results.  Remedies may include practices that cultivate discipline, patience, and strategic planning.)"
ae7c5e2048a24da514e2c376a8deb41641fabd253ca3345d9ad03bb8ac6c999e,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization,
obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992685,planet_profile,,doshas,Malefic Influences,"other_malefic_influences,saturn_affliction","{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": ""Debilitated"", ""sign"": ""Aries"", ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Debilitated Saturn in Aries creates frustration, disorganization, obstacles, and struggles due to misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in Aries weakens its ability to structure and discipline, leading to scattered energy and difficulty achieving goals.  The aspect's influence can manifest as delays, setbacks, and feelings of inadequacy in the areas of life represented by the aspected houses.  Remedies may include strengthening Saturn through practices like discipline, hard work, and acceptance of responsibility.)"
da8354f6a99266586724b7bd015bb37118ba57d514e63c1c867f89f70905234e,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization, obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992979,sign_trait,,doshas,Malefic Influences,saturn_affliction,"{""type"": ""sign_trait"", ""sign"": ""Aries"", ""element"": ""fire"", ""planet_name"": ""Saturn"", ""house"": null, ""modality"": ""cardinal"", ""ruler"": ""Mars""}","Saturn, when debilitated in Aries, creates frustration, disorganization, obstacles, and struggles due to misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in the fiery sign of Aries, ruled by Mars, suggests a conflict between Saturn's disciplined, structured nature and Aries' impulsive, action-oriented energy. This could manifest as difficulty in balancing long-term planning with immediate action, leading to the challenges described.)"
ba9372c246489fa895421570c277bd981879fadd58b820ab667e1c18d2875562,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization, obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992984,aspect,,doshas,Malefic Influences,"other_malefic_influences,saturn_affliction","{""type"": ""aspect"", ""source_planet"": ""Saturn"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": ""malefic"", ""source_sign"": ""Aries"", ""target_sign"": null, ""strength"": ""debilitated""}","Saturn, debilitated in Aries, creates frustration, disorganization, obstacles, and struggles from misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in Aries weakens its ability to structure and organize, leading to dispersed energy and difficulty achieving goals.  The aspect's influence can manifest as delays, setbacks, and feelings of inadequacy in the areas of life represented by the aspected houses.  Remedies may include strengthening Saturn through practices like discipline, hard work, and acceptance of responsibility.)"
f9265e39eb14c5df6a6e46c1296f697435fdcf57817f8740c8fa716c245820ec,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization, obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992987,house_profile,,doshas,Malefic Influences,"other_malefic_influences,saturn_affliction","{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Saturn"", ""state"": ""Debilitated"", ""classifications"": [""aspect""], ""karakas"": [], ""significations"": [""frustration"", ""disorganization"", ""obstacles"", ""struggles"", ""misapplied effort""]}","Saturn, when debilitated in Aries, casts an aspect that brings about frustration, disorganization, obstacles, and struggles stemming from misdirected efforts in the houses it influences. (Additional Context: Saturn's debilitation in Aries weakens its ability to structure and organize, leading to the challenges described. The specific houses impacted would determine the areas of life where these difficulties manifest.  Remedies such as propitiating Saturn or strengthening the aspected planets could mitigate these effects.)"
e624d54d23c679c4f01ef1cccd23bb45ef3f33d3baa6397f18fbfc32945bce30,"Debilitated Saturn (Aries) Aspect: Generates frustration, disorganization, obstacles, and struggles from misapplied effort in the aspected houses.",p62-64,BPHS_GCS,2025-09-23T10:47:26.992993,planet_profile,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": ""Debilitated"", ""sign"": ""Aries"", ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Debilitated Saturn in Aries creates frustration, disorganization, obstacles, and struggles due to misdirected efforts in the houses it aspects. (Additional Context: Saturn's debilitation in Aries weakens its ability to structure and discipline, leading to scattered energy and difficulty achieving goals.  The impulsive nature of Aries clashes with Saturn's cautious approach, amplifying the potential for frustration.  However, this placement can also foster a drive to overcome limitations and develop resilience.)"
594f9d59371e5ab69cf5e38a323db3df2be87772a43c6e0608030d3c3254c57a,Debilitated Venus (Virgo) Aspect: Can create relationship conflicts,p62-64,BPHS_GCS,2025-09-23T10:47:26.993175,aspect,,relationships,Romantic & Marriage,"love_relationships,marriage_spouse","{""type"": ""aspect"", ""source_planet"": ""Venus"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": ""Debilitated"", ""source_sign"": ""Virgo"", ""target_sign"": null, ""strength"": null}",Venus debilitated in Virgo can lead to relationship conflicts. (Additional Context: A debilitated Venus can signify challenges in expressing affection and finding harmony in relationships.  Remedies may include strengthening Venus through rituals or gemstones.)
0b73741624be6d31dbbd02eb6c893a63171e002908ca8b4140ba90de431aba85,Debilitated Venus (Virgo) Aspect: Can create relationship conflicts,p62-64,BPHS_GCS,2025-09-23T10:47:26.993179,planet_profile,,relationships,Romantic & Marriage,love_relationships,"{""type"": ""planet_profile"", ""planet_name"": ""Venus"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": ""Debilitated"", ""sign"": ""Virgo"", ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Venus is debilitated in the sign of Virgo. This placement can lead to conflicts in relationships. (Additional Context: Debilitated Venus can signify a lack of confidence in relationships and difficulty expressing affection.  It can also manifest as an overcritical nature or a tendency towards perfectionism, which can strain relationships.  Remedies may include practicing self-love and acceptance, and focusing on the positive aspects of partnerships.)"
c974c0280918134ae3c14e6acff0c520fc8d71843bb769a92cf79a02976fa8f5,Debilitated Venus (Virgo) Aspect: Can create relationship conflicts,p62-64,BPHS_GCS,2025-09-23T10:47:26.993170,sign_trait,,relationships,Romantic & Marriage,love_relationships,"{""type"": ""sign_trait"", ""sign"": ""Virgo"", ""element"": ""Earth"", ""planet_name"": ""Venus"", ""house"": null, ""modality"": null, ""ruler"": null}","Venus is debilitated in the sign of Virgo, which can lead to relationship conflicts. (Additional Context: Debilitated Venus in Virgo can signify a tendency towards excessive criticism or perfectionism in relationships.  It can also manifest as difficulty expressing affection openly.  Remedies may include practicing self-acceptance and focusing on the positive qualities of partners.)"
02786e296ea04ec8e14a984ee06f328b2075e963f45b11cf3eb36993c1022c8e,"Dosha:
Kapha",p62-64,BPHS_GCS,2025-09-23T10:47:26.993326,dosha,,doshas,Other,other_doshas_related,"{""type"": ""dosha"", ""name"": ""Kapha"", ""components"": []}","The individual has a Kapha dosha. (Additional Context: Individuals with a Kapha dosha are often described as having a stable and grounded nature. They tend to be calm, nurturing, and supportive.  Physically, they may have a sturdy build and a slower metabolism.  Emotionally, they are generally even-tempered and forgiving.  However, an imbalance in Kapha can lead to lethargy, weight gain, and possessiveness.)"
a1c23e574e3980c9090533f03b4fb179973c481253e534ecd866ea26e098d8b2,"Dosha:
Vata",p62-64,BPHS_GCS,2025-09-23T10:47:26.993463,dosha,,health_risks_longevity,Physical Health,general_health,"{""type"": ""dosha"", ""name"": ""Vata"", ""components"": []}","The primary dosha is Vata. (Additional Context: Vata dosha is associated with air and ether elements, influencing movement, communication, and the nervous system.  Balancing Vata involves grounding practices, warmth, and routine.)"
bc42af71391fc2bea66f2e30e5ffc4acbcc015c4b06a7069337ba9130da2d5fb,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings
intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.993780,aspect,,"doshas,karma_past_life,travel_dharma_spirituality","Dharma & Spiritual Path,Malefic Influences,Past Life Patterns","karmic_debts_lessons,rahu_ketu_affliction,spiritual_growth","{""type"": ""aspect"", ""source_planet"": ""Ketu"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Ketu's aspect creates detachment, confusion, and sudden breaks in the areas it influences, while also bringing intuitive or spiritual insight. It severs material attachments. (Additional Context: Ketu's aspects can signify a sudden loss or separation related to the house it aspects, potentially leading to spiritual growth or a shift in perspective.  The specific effects depend on Ketu's placement and the other planets involved.)"
d2cd61346c84472a9ed9c3a888665cac05cdee09dff456628d281964db3a0b4f,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings
intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.993785,house_profile,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Ketu"", ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""detachment"", ""confusion"", ""sudden breaks"", ""intuitive or spiritual insight"", ""material attachments""]}","Ketu's aspect on a house creates detachment, confusion, and sudden breaks while also bringing intuitive or spiritual insight. It severs material attachments. (Additional Context: Ketu is considered a karaka for spirituality and liberation. Its aspect can bring about sudden changes and transformations, often leading to spiritual growth. While it can create initial confusion, it ultimately helps in detaching from material possessions and worldly desires.)"
7e548de230ce7c515516efb6e6097129accdcea75a3d79758ec41df96c3f7e39,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings
intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.993789,planet_profile,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""planet_profile"", ""planet_name"": ""Ketu"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Ketu's aspect creates detachment, confusion, and sudden breaks, while also bringing intuitive or spiritual insight to the houses it aspects. It severs material attachments. (Additional Context: Ketu is a karmic planet, often associated with spirituality, detachment, and hidden knowledge. Its aspects can bring about sudden changes and transformations, often related to past-life influences. While these aspects can be disruptive, they also offer opportunities for spiritual growth and insight.)"
fc749bcb6d993de391f1e0cebf459a0fdb99f89527a41ea9314a4b3229cefd66,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994125,aspect,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""aspect"", ""source_planet"": ""Ketu"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Ketu's aspect creates detachment, confusion, and sudden breaks in the areas it influences, while also bringing intuitive or spiritual insight. It tends to sever material attachments. (Additional Context: Ketu's aspects can be challenging but also offer opportunities for spiritual growth and liberation by breaking away from material obsessions. The specific effects depend on the house and planets involved.)"
22ab83827f7ec1bc2537cff156e0d995c60d4813976fb497e20e5a3e9c92bc20,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994132,house_profile,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Ketu"", ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": [""detachment"", ""confusion"", ""sudden breaks"", ""intuitive or spiritual insight"", ""material attachments""]}","Ketu's aspect on a house creates detachment, confusion, and sudden breaks while also bringing intuitive or spiritual insight. It severs material attachments. (Additional Context: Ketu's aspect can lead to spiritual growth through the letting go of material possessions and embracing a more intuitive approach to life. The sudden breaks it causes can be disruptive but ultimately lead to transformation. The specific effects depend on the house aspected and other planetary influences.)"
6e5a44cfae190242a0400645aa174f5040cda717dfa72a696860871526676857,"Effects of Ketu's Aspect: Creates detachment, confusion, sudden breaks, and brings intuitive or spiritual insight to the aspected houses. It severs material attachments.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994135,planet_profile,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""planet_profile"", ""planet_name"": ""Ketu"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Ketu's aspect creates detachment, confusion, and sudden breaks, while also bringing spiritual or intuitive insight to the houses it aspects.  It tends to sever ties to material possessions. (Additional Context: Ketu is considered a karaka for spiritual liberation and enlightenment. Its aspects can bring about sudden changes and transformations, often leading to a deeper understanding of oneself and the universe. While these changes may be disruptive, they ultimately serve a higher purpose in one's spiritual journey.)"
ae2ff50370e4da9351a2921e9b3886cbd9d7191711b538306542e70e14404f10,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a
foreign or unconventional quality to the aspected houses. Can give sudden material
gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994485,planet_profile,,"doshas,karma_past_life,wealth_assets_resources","Financial Dynamics,Malefic Influences,Past Life Patterns","financial_risks,karmic_debts_lessons,rahu_ketu_affliction,sudden_gains_losses","{""type"": ""planet_profile"", ""planet_name"": ""Rahu"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Rahu's aspect amplifies worldly desires and obsessions, introduces foreign or unconventional elements to the aspected houses, and can bring sudden but unstable material gains. (Additional Context: Rahu's influence can manifest as a strong drive for material success, often through unconventional means.  It can also lead to periods of intense focus and obsession, which can be both beneficial and detrimental depending on how they are channeled.  The instability associated with Rahu's material gains suggests a need for caution and careful planning.)"
b6e7a0f53a61edca7d77ccd5fc9630fed26e529b450aaab4dc7e6c0805459963,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a
foreign or unconventional quality to the aspected houses. Can give sudden material
gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994478,aspect,,"doshas,karma_past_life,wealth_assets_resources","Financial Dynamics,Malefic Influences,Past Life Patterns","karmic_debts_lessons,rahu_ketu_affliction,sudden_gains_losses","{""type"": ""aspect"", ""source_planet"": ""Rahu"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Rahu's aspect intensifies worldly desires and obsessions, introduces unconventional elements, and can lead to sudden but unstable material gains. (Additional Context: Rahu's aspect can signify a karmic debt related to the house it aspects, often involving unresolved desires from past lives.  The sudden gains it brings may be short-lived or come with unexpected consequences, requiring careful management.)"
57076825364efd1bbdb5f3d33d260fdff018034c5888e8fe6586ff7d1691ad4a,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a
foreign or unconventional quality to the aspected houses. Can give sudden material
gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994482,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Rahu"", ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": [""worldly desires"", ""obsession"", ""foreign or unconventional quality"", ""sudden material gains"", ""instability""]}","Rahu's aspect on a house amplifies worldly desires and creates obsession, giving a foreign or unconventional touch. It can bring sudden material gains, but with instability. (Additional Context: Rahu's aspect can signify a karmic debt related to the matters of the aspected house, leading to unconventional pursuits and sudden changes.  The instability brought by Rahu's influence can be a catalyst for spiritual growth if one learns to detach from material obsessions.)"
f7334868c72808d2eea2e71013f0dd1479442c2738151a5e42ec46f7a310e019,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a foreign or unconventional quality to the aspected houses. Can give sudden material gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994799,planet_profile,,other,Other,other,"{""type"": ""planet_profile"", ""planet_name"": ""Rahu"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Rahu's aspect amplifies worldly desires and obsessions, introducing a foreign or unconventional element to the houses it affects. This aspect can lead to sudden material gains, but these gains are often unstable. (Additional Context: Rahu's influence can be unpredictable and disruptive, often leading to unexpected turns of events.  While material gains are possible, they may come at a cost or be short-lived.  The specific areas of life affected depend on the houses Rahu aspects in an individual's birth chart.)"
7fd612ba32122503b026611a4a4eb9487021de104b2c14356328a7025e05c266,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a foreign or unconventional quality to the aspected houses. Can give sudden material gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994795,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Rahu"", ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""worldly desires"", ""obsession"", ""foreign or unconventional quality"", ""sudden material gains"", ""instability""]}","Rahu's aspect on a house amplifies worldly desires and creates obsession, giving a foreign or unconventional touch. It can bring sudden material gains, but these are often unstable. (Additional Context: Rahu's aspect can signify a karmic debt related to the matters of the aspected house, leading to unusual experiences and a drive for fulfillment in unconventional ways.  The instability brought by Rahu's influence can be a catalyst for spiritual growth, pushing the individual to seek deeper meaning beyond material pursuits.)"
f4935ddd9fdd9793dc759f0d5a3077e777d05088bea2964f28a119b0596c34cd,"Effects of Rahu's Aspect: Amplifies worldly desires, creates obsession, and brings a foreign or unconventional quality to the aspected houses. Can give sudden material gains but with instability.",p62-64,BPHS_GCS,2025-09-23T10:47:26.994791,aspect,,"karma_past_life,travel_dharma_spirituality,wealth_assets_resources","Dharma & Spiritual Path,Financial Dynamics,Past Life Patterns","karmic_debts_lessons,spiritual_growth,sudden_gains_losses","{""type"": ""aspect"", ""source_planet"": ""Rahu"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Rahu's aspect intensifies worldly desires and obsessions, introduces unconventional elements to the affected houses, and can lead to sudden but unstable material gains. (Additional Context: Rahu's aspect can signify a karmic debt related to the house it aspects, pushing the individual towards unconventional paths to fulfill desires.  It can also indicate a need to balance material pursuits with spiritual growth.)"
0aac38a2c79e10e8b8cce3772aabe543c4f211c70c6e6a4d7b5e9b9f11ac471a,"Effects: Brings discipline, realism, delay, and karmic lessons to the aspected houses. It
builds endurance and creates long-lasting structures through pressure and hard work.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995109,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Saturn's aspects bring discipline, realism, delay, and karmic lessons to the houses it influences.  It fosters endurance and the creation of lasting structures through pressure and hard work. (Additional Context: Saturn's aspects, while challenging, ultimately lead to growth and stability.  The delays and lessons it brings are opportunities for building character and resilience.  The specific effects depend on the houses involved and Saturn's placement in the birth chart.)"
ba90c9b40c495744db71f748c999f8ff153abc570a2cdd58255d8168b328e980,"Effects: Brings discipline, realism, delay, and karmic lessons to the aspected houses. It
builds endurance and creates long-lasting structures through pressure and hard work.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995112,house_profile,,karma_past_life,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Saturn"", ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""discipline"", ""realism"", ""delay"", ""karmic lessons"", ""endurance"", ""long-lasting structures"", ""pressure"", ""hard work""]}","Saturn's aspect on a house brings discipline, realism, delay, and karmic lessons. It fosters endurance and the creation of lasting structures through pressure and hard work. (Additional Context: Saturn's aspect can indicate delays and challenges but ultimately leads to growth and stability in the areas it affects.  The specific manifestations depend on the house aspected and Saturn's dignity.)"
44c3e3cb54fe212260961f004206521cddbccc3d900dc8d55d5218ff1b623cc7,"Effects: Brings discipline, realism, delay, and karmic lessons to the aspected houses. It builds endurance and creates long-lasting structures through pressure and hard work.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995420,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Saturn's aspects bring discipline, realism, delay, and karmic lessons to the houses it affects.  It fosters endurance and the creation of lasting structures through pressure and hard work. (Additional Context: Saturn's aspects, while challenging, ultimately lead to growth and stability.  The delays and difficulties are opportunities for learning and building a solid foundation.  The specific manifestations depend on the houses involved and Saturn's placement in the birth chart.)"
74dac4810e5d0000acd1afa4681754fca562ac333dcd75a85aeb0bb36039f907,"Effects: Brings discipline, realism, delay, and karmic lessons to the aspected houses. It builds endurance and creates long-lasting structures through pressure and hard work.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995428,house_profile,,karma_past_life,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Saturn"", ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""discipline"", ""realism"", ""delay"", ""karmic lessons"", ""endurance"", ""long-lasting structures"", ""pressure"", ""hard work""]}","Saturn's aspect on a house brings discipline, realism, and potential delays, signifying karmic lessons. It fosters endurance and the development of lasting structures through pressure and hard work. (Additional Context: Saturn's aspect can indicate restrictions and challenges but also the potential for growth and mastery in the areas associated with the aspected house.  The nature of the lessons and the intensity of the pressure depend on Saturn's dignity and other planetary influences.)"
236de11ef02670772e5468bbed0ec424b5f3c5d8770be90102054f7e9179cb48,"Effects: Brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to the aspected house. It seeks to create balance and enjoyment.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995899,aspect,,"home_property_vehicles,relationships","Domestic Environment,Public Interaction,Romantic & Marriage","domestic_harmony,love_relationships,social_influence_presence","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","This aspect brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to the house it aspects. It promotes balance and enjoyment. (Additional Context: This aspect likely involves Venus, known for its influence on love, beauty, and harmony.  The specific effects will depend on the house and planets involved, but generally, it indicates a softening and harmonizing influence.)"
62e0c382a935d66df752692a9b1f4ae36eca5a62886b71f45206a77127a774d9,"Effects: Brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to the aspected house. It seeks to create balance and enjoyment.",p62-64,BPHS_GCS,2025-09-23T10:47:26.995910,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""harmony"", ""love"", ""beauty"", ""diplomacy"", ""agreement"", ""sensual pleasure"", ""balance"", ""enjoyment""]}","When a planet aspects a house, it introduces qualities of harmony, love, beauty, diplomacy, agreement, and sensual pleasure, fostering balance and enjoyment. (Additional Context: The specific effects depend on the aspecting planet and the house receiving the aspect.  Benefic aspects from Venus or Jupiter amplify the positive themes, while malefic aspects may introduce challenges or conflicts related to the significations.)"
949bc4ed1094e9a90c1b4a02d691eb7c8ba9761dd4efabaf38c6d09c029043fe,"Effects: Brings intellect, communication, analysis, trade, and adaptability to the aspected house. It seeks to gather and exchange information.",p62-64,BPHS_GCS,2025-09-23T10:47:26.996223,aspect,,"career_public_life,core_self_vitality,learning_education_creativity","Profession & Field,Purpose & Direction,Skills & Creativity","communication_media_publishing,finance_trade_commerce,intellectual_skills,resilience_adaptability","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","This aspect influences the house it impacts by enhancing intellect, communication, analytical abilities, trade, and adaptability. It fosters the collection and exchange of information."
