fact_id,parent_fact_id,astrological_trigger_json,raw_text,interpretation_text,interpretation_summary_ai,topic,header,theme,theme_group,sub_theme,schema_type,is_conceptual_start,source_name,source_type,source_reference,status,notes,confidence_score,last_updated
5d9255421e70282d_fact_1,,"{""type"": ""conjunction"", ""planet_names"": [], ""house"": 10}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord is in the 10th house, the individual's identity is synonymous with their public role and authority.",Lagna Lord in the 10th house equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their public persona.  The individual's career and public life are likely to be central to their sense of self and identity.  The 10th house's affairs will be strongly influenced by the nature of the Lagna Lord.),,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_2,,"{""type"": ""conjunction"", ""planet_names"": [], ""house"": 10}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord conjuncts the 10th lord, the individual's identity is synonymous with their public role and authority.","Lagna Lord's conjunction with the 10th lord equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their outward projection, leading to a consistent and impactful public persona.  The 10th house's affairs are likely to be prominent in this individual's life.)",,Interpretation at Source:,"Foundational Concepts,career_public_life,core_self_vitality,relationships","Astrological Principles,Identity & Personality,Prominence & Governance,Public Interaction","authority_leadership,general_principle,other_public_interaction,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_3,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": ""Lagna Lord"", ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord is in the 10th house, the individual's identity is synonymous with their public role and authority.","Lagna Lord in the 10th house equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their public persona.  The individual's career and public life are likely to be central to their sense of self, and their success in these areas will significantly impact their overall well-being and self-esteem.)",,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_4,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord conjuncts the 10th lord, the individual's identity is synonymous with their public role and authority.","Lagna Lord's conjunction with the 10th lord equates personal identity with public role and authority. (Additional Context: This indicates a strong connection between one's inner self and their outward projection.  The individual's public life is likely a significant expression of their core identity, potentially leading to success and recognition in their career or public role.)",,Interpretation at Source:,"Foundational Concepts,career_public_life,core_self_vitality","Astrological Principles,Identity & Personality,Prominence & Governance","authority_leadership,general_principle,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_5,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": 10, ""planet_name"": null}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord is in the 10th house, the individual's identity is synonymous with their public role and authority.","Lagna Lord in the 10th house equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their public persona.  The individual's career and public life are likely to be central to their sense of self, and their authority is likely to be well-established and respected.)",,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_6,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord conjuncts the 10th lord, the individual's identity is synonymous with their public role and authority.","Lagna Lord's conjunction with the 10th lord equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their outward projection, leading to a consistent and impactful public persona.  The 10th house represents career and public image, so this aspect emphasizes the importance of aligning personal values with professional goals.)",,Interpretation at Source:,"Foundational Concepts,career_public_life,core_self_vitality","Astrological Principles,Identity & Personality,Prominence & Governance","authority_leadership,general_principle,other_identity_personality,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_7,,"{""type"": ""placement"", ""planet_name"": null, ""house"": 10, ""sign"": null}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord is in the 10th house, the individual's identity is synonymous with their public role and authority.","Lagna Lord in the 10th house equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their public persona.  The individual's career and public life are likely central to their sense of self, and their authority is likely well-established and respected.)",,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,other_identity_personality,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
5d9255421e70282d_fact_8,,"{""type"": ""placement"", ""planet_name"": null, ""house"": null, ""sign"": null}","When the Lagna Lord is placed in the 10th house, or conjunct the 10th lord, the individual's entire identity becomes synonymous with their public role and authority.","In the interpretation at source, if the Lagna Lord conjuncts the 10th lord, the individual's identity is synonymous with their public role and authority.","Lagna Lord's conjunction with the 10th lord equates personal identity with public role and authority. (Additional Context: This suggests a strong connection between one's inner self and their outward projection, indicating a life where personal values are prominently displayed in their career and public life.  The individual's public image likely reflects their core personality.)",,Interpretation at Source:,"Foundational Concepts,career_public_life,core_self_vitality","Astrological Principles,Identity & Personality,Prominence & Governance","authority_leadership,general_principle,public_image_reputation,self_identity_character","[""conjunction"", ""house_profile"", ""lordship"", ""placement""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135687
3c336377ecdb25a2_fact_1,,"{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}",The Sun acts as the universal indicator of leadership.,"In the interpretation at source, the Sun indicates leadership.",The Sun signifies leadership in the source interpretation. (Additional Context: This suggests the native may exhibit strong leadership qualities and a dominant personality.  The house placement of the Sun will further clarify the area of life where this leadership manifests.),,Interpretation at Source:,career_public_life,Prominence & Governance,authority_leadership,"[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135702
1729f8bd8e6a4381_fact_1,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","Its placement in the 10th house is a powerful signature for a career in governance, politics, or a high-level executive position.",Interpretation at Source: Placement in the 10th house signifies a career in governance.,"10th house placement suggests a career in governance. (Additional Context: This suggests a strong drive for authority and public service, potentially indicating a prominent role in leadership or government. The 10th house's affairs, related to career and public image, are significantly influenced by this placement.)",,Interpretation at Source:,career_public_life,Prominence & Governance,"authority_leadership,politics_public_service","[""house_profile""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135717
1729f8bd8e6a4381_fact_2,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","Its placement in the 10th house is a powerful signature for a career in governance, politics, or a high-level executive position.",Interpretation at Source: Placement in the 10th house signifies a career in politics.,"10th house placement suggests a career in politics. (Additional Context: This suggests a strong drive for public service and leadership, potentially indicating ambition and a desire for recognition and influence in the public sphere.  The nature of the planet in the 10th house will further define the style and success of this career.)",,Interpretation at Source:,career_public_life,Prominence & Governance,politics_public_service,"[""house_profile""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135717
1729f8bd8e6a4381_fact_3,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","Its placement in the 10th house is a powerful signature for a career in governance, politics, or a high-level executive position.",Interpretation at Source: Placement in the 10th house signifies a high-level executive position.,"10th house placement suggests a high-level executive position. (Additional Context: This suggests a strong career path and potential for professional success and public recognition. The 10th house rules career and public image, so this placement is auspicious for professional advancement.)",,Interpretation at Source:,career_public_life,"Career Dynamics,Other,Prominence & Governance","authority_leadership,career_stability_longevity,other_career_related","[""house_profile""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135717
4c0f87ec937c62b7_fact_1,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""strength"", ""classifications"": [], ""karakas"": [], ""significations"": [""executive ability""]}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength provides executive ability.,"Mars's strength grants executive ability. (Additional Context: This suggests a strong drive, assertive nature, and potential for leadership roles.  The house Mars occupies will indicate the area of life where this executive ability manifests.)",,Interpretation at Source:,"career_public_life,core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health,Prominence & Governance","authority_leadership,confidence_charisma,vitality_energy_levels","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_2,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""strength"", ""classifications"": [], ""karakas"": [], ""significations"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength provides courage.,"Mars's strength provides courage. (Additional Context: This suggests the native possesses courage and assertive energy, potentially impacting their actions and approach to life challenges.)",,Interpretation at Source:,"core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health","confidence_charisma,vitality_energy_levels","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_3,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""strength"", ""classifications"": [], ""karakas"": [], ""significations"": [""military_defense_security""]}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for military roles.,"Mars's strength is needed for military roles. (Additional Context: This suggests a strong aptitude for military or leadership roles, potentially indicating success in such fields.  Mars's energy might be channeled effectively towards assertive actions and strategic planning.)",,Interpretation at Source:,career_public_life,Prominence & Governance,military_defense_security,"[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_4,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""strength"", ""classifications"": [], ""karakas"": [], ""significations"": [""defense roles""]}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for defense roles.,"Mars's strength is needed for defense roles. (Additional Context: This suggests a strong need for assertive action and protection in matters related to the house where Mars is placed.  Mars's nature, typically associated with energy and aggression, is channeled towards defense, implying a potential for conflict or the need for strong boundaries.)",,Interpretation at Source:,career_public_life,Prominence & Governance,military_defense_security,"[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_5,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""strength"", ""classifications"": [""management roles""], ""karakas"": [], ""significations"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for management roles.,Mars's strength is needed for management roles. (Additional Context: This suggests Mars's energy is crucial for success in leadership positions.  The house where Mars is placed might indicate the area of life where this managerial strength is most effective.),,Interpretation at Source:,career_public_life,"Profession & Field,Prominence & Governance","authority_leadership,other_profession_type","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_6,,"{""type"": ""house_profile"", ""house"": 3, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": ""enhances"", ""classifications"": [""enhancement""], ""karakas"": [], ""significations"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's influence on the 3rd house enhances courage.,"Mars in the 3rd house increases courage. (Additional Context: This suggests increased assertiveness in communication, sibling relationships, and short journeys.  Mars's energy might manifest as bold self-expression and potentially short-tempered interactions.)",,Interpretation at Source:,"career_public_life,core_self_vitality,learning_education_creativity,relationships,travel_dharma_spirituality","Identity & Personality,Profession & Field,Skills & Creativity,Social & Family Relations,Travel & Journeys","communication_media_publishing,confidence_charisma,friendships_social_circle,short_travel_local","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_7,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": ""Mars"", ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's influence on the 10th house enhances career prospects.,"Mars in the 10th house improves career prospects. (Additional Context: This suggests a strong drive and ambition in career matters, potentially leading to leadership roles and public recognition.  Mars's energy might manifest as assertive career moves.)",,Interpretation at Source:,career_public_life,Prominence & Governance,,"[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_8,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength provides executive ability.,"Mars's strength grants executive ability. (Additional Context: This suggests a strong drive, assertive nature, and potential for leadership roles.  The house Mars occupies and its aspects will further define the area of life where this executive ability manifests.)",,Interpretation at Source:,"career_public_life,core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health,Prominence & Governance","authority_leadership,confidence_charisma,vitality_energy_levels","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_9,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strength"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength provides courage.,"Mars's strength provides courage. (Additional Context: This suggests a strong sense of self and assertive action in matters ruled by the house Mars occupies.  Mars's inherent energy is amplified, potentially leading to bold decisions and increased drive.)",,Interpretation at Source:,"core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health","confidence_charisma,vitality_energy_levels","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_10,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""military_defense_security""], ""state"": ""strength"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for military roles.,"Mars's strength is needed for military roles. (Additional Context: This suggests Mars's energy is vital for success in military or leadership positions.  A strong Mars might indicate ambition, courage, and effectiveness in competitive fields.)",,Interpretation at Source:,career_public_life,Prominence & Governance,"authority_leadership,military_defense_security","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_11,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for defense roles.,"Mars's strength is crucial for defense roles. (Additional Context: This suggests a strong capacity for protection and assertive action in matters related to the house Mars occupies.  Mars's nature is amplified, potentially indicating a forceful or competitive energy.)",,Interpretation at Source:,career_public_life,Prominence & Governance,military_defense_security,"[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_12,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's strength is needed for management roles.,Mars's strength is needed for management roles. (Additional Context: This suggests Mars's energy is crucial for assertive leadership and managerial success.  A strong Mars might indicate ambition and drive in career matters.),,Interpretation at Source:,career_public_life,"Profession & Field,Prominence & Governance","authority_leadership,other_profession_type","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_13,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": 3, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""enhances"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's influence on the 3rd house enhances courage.,Mars in the 3rd house increases courage. (Additional Context: This suggests increased assertiveness in communication and short journeys.  Mars's fiery energy in the 3rd house might also indicate siblings with strong personalities.),,Interpretation at Source:,core_self_vitality,"Identity & Personality,Purpose & Direction","confidence_charisma,other_purpose_direction","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
4c0f87ec937c62b7_fact_14,,"{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": 10, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The strength of Mars provides the executive ability and courage needed for military, defense, or management roles, especially when influencing the 3rd (courage) or 10th house.",Interpretation at Source: Mars's influence on the 10th house enhances career prospects.,"Mars in the 10th house improves career prospects. (Additional Context: This suggests a strong drive and ambition in one's professional life, potentially leading to success and recognition in their career. Mars's energetic nature could manifest as assertive leadership or competitive drive.)",,Interpretation at Source:,career_public_life,Prominence & Governance,,"[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135732
27d6cd65132072aa_fact_1,,"{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","Saturn, when strong, can bestow immense influence over the masses and success in democratic politics.","In the interpretation at source, strong Saturn bestows immense influence over the masses.","Strong Saturn greatly influences the masses. (Additional Context: Saturn's strong influence suggests significant societal impact, potentially signifying authority, responsibility, and possibly karmic weight or restrictions on the masses.)",,Interpretation at Source:,"career_public_life,doshas,relationships","Malefic Influences,Prominence & Governance,Public Interaction","authority_leadership,saturn_affliction,social_influence_presence","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135747
27d6cd65132072aa_fact_2,,"{""type"": ""planet_profile"", ""planet_name"": ""Saturn"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""strong"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","Saturn, when strong, can bestow immense influence over the masses and success in democratic politics.","In the interpretation at source, strong Saturn leads to success in democratic politics.","Strong Saturn signifies success in democratic politics. (Additional Context: This suggests Saturn's influence on career and public life, potentially indicating a disciplined and responsible approach to governance, or a career path involving authority and structure.)",,Interpretation at Source:,"career_public_life,yogas","Prominence & Governance,Strength & Success Yogas","authority_leadership,other_strength_success_yogas,politics_public_service","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135747
228937c6baabe802_fact_1,,"{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""bright"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","For Interpretation at Source, a bright Moon contributes to a positive public image.","A bright Moon creates a positive public image. (Additional Context: This suggests the native enjoys popularity and a favorable public perception, possibly due to their charm or social skills.  The Moon's brightness amplifies this effect.)",,Interpretation at Source:,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135761
228937c6baabe802_fact_2,,"{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""well-placed"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","For Interpretation at Source, a well-placed Moon contributes to a positive public image.","A well-placed Moon enhances a positive public image. (Additional Context: This suggests the native enjoys popularity and a favorable public perception, possibly due to their charm or social skills.  The Moon's placement might also indicate the areas of life where this positive image is most prominent.)",,Interpretation at Source:,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135761
228937c6baabe802_fact_3,,"{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""bright and well-placed"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","For Interpretation at Source, a bright and well-placed Moon ensures popularity.","A bright, well-placed Moon ensures popularity. (Additional Context: This suggests strong public appeal and positive social standing, potentially indicating success in areas requiring charisma and influence.)",,Interpretation at Source:,"career_public_life,core_self_vitality,relationships","Identity & Personality,Prominence & Governance,Public Interaction","confidence_charisma,public_image_reputation,social_influence_presence","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135761
228937c6baabe802_fact_4,,"{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": ""bright and well-placed"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","A bright and well-placed Moon is crucial for a positive public image, ensuring popularity and favor from the public.","For Interpretation at Source, a bright and well-placed Moon ensures favor from the public.","A bright, well-placed Moon ensures public favor. (Additional Context: This suggests strong public support and positive reputation, potentially influencing the house's social standing and the Moon's karaka significations.)",,Interpretation at Source:,relationships,Public Interaction,social_influence_presence,"[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135761
06b0bfb13db3cee8_fact_1,,"{""type"": ""house_profile"", ""house"": 10, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": ""malefic_influence"", ""classifications"": [], ""karakas"": [], ""significations"": []}",Malefic influences on the 10th house or the Moon can create a controversial or hard-won reputation.,"According to the source, malefic influences on the 10th house can create a controversial reputation.","Malefic 10th house influences create a controversial reputation. (Additional Context: This suggests potential challenges to public image and career, requiring careful management of reputation and actions to mitigate negative impacts.)",,Interpretation at Source:,"career_public_life,doshas","Malefic Influences,Prominence & Governance","other_malefic_influences,public_image_reputation","[""house_profile"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135775
